Initial_Weight,Final_Weight,Height,Age,Gender
295,269,64,60,female
230,225,61,76,female
210,205,67,49,female
209,209,64,53,female
197,198,63,52,female
132,129,66,26,female
205.5,173.5,69,54,female
191,191,68,49,female
230,220,66,31,female
190,185,67,34,male
225,225,62,49,female
294,283.6,65,40,female
261,254.5,65,45,female
213,193.2,70,66,male
169,184.2,63,34,female
217,217,69,52,female
258,258,71,38,male
150,150,66,54,female
175,171.5,68,37,female
144,139,65,70,female
250,253,68,60,female
161,165,64,29,female
220,220,72,30,male
148,148,62,53,male
222,222,62,54,female
214,215,72,33,female
161,158,66,35,female
170,166.4,65,48,female
180,183.8,66,27,female
223,204,64,29,male
209,207,69,49,male
142,155,66,40,female
177,161.8,62,40,female
170,147.7,62,27,female
215,215,72,65,male
170,170,60,44,female
183,183,66,33,female
215,193,67,37,female
209.66,207.46,65,44,female
205,204.2,67,44,female
135,135,61,43,female
205,205,66,43,female
186,172,66,57,female
214,209,72,64,male
198.8,199,65,37,female
108,106,62,40,female
261,250,65,44,female
172,172,67,33,female
276,270,65,37,female
189,189,65,58,female
153,149,65,44,female
176,169.6,70,42,female
281.6,248.2,68,39,female
270,270,64,43,male
198,198,68,30,female
183,185,66,67,female
181,179.5,64,63,female
182,182,66,54,female
184,185.6,67,52,female
210,211.4,70,31,male
145,146,67,38,female
170,170,65,66,female
198,178,67,15,female
275,275,71,54,male
206,201,64,68,female
185,185,72,48,male
199,202.4,68,18,female
155.4,154.4,64,57,female
186,184.5,66,74,female
131,131,65,33,female
259,253.3,61,63,female
197,189,71,48,female
235,235,64,56,female
398,375,65,54,female
220,205,69,36,female
175,172.4,68,24,female
282,255,68,50,female
196,191.4,65,62,female
280,259,74,43,male
160,157,63,57,female
224,224,71,59,male
345,345,74,45,male
248,239.2,68,67,female
119,123,65,20,female
124,122,64,30,female
203,203,65,51,female
228,228.5,72,28,male
301,278,70,29,male
217,213.2,64,44,female
209,201,72,33,female
212,182,68,33,female
202,202,69,50,female
152,146,63,44,female
165,169,67,42,female
148,151.2,63,50,female
156,146.4,65,35,female
304,304,66,57,female
201,194,66,48,female
157,152.6,67,27,female
240,235,65,28,female
156,156,67,37,female
170,170,65,30,female
210,210,68,24,female
150,150,61,41,female
175,175,66,56,male
360,330.8,71,56,male
160,157,60,36,female
199,206,63,50,female
188,180,65,56,female
219,217.6,61,61,female
143,135.2,65,51,female
135,130.8,64,37,female
168,168,63,37,female
159,155,66,52,female
250,237.5,64,47,female
284,278,65,66,female
240,232,65,33,female
145,142.8,64,47,female
212,212,64,31,female
246,244,67,47,female
203,207,65,44,female
190,190.6,68,52,female
158,158,63,50,female
199,186.7,62,37,female
149,149,69,48,female
265,265,69,73,male
180,180,62,32,female
157,159,61,31,female
207,203,71,55,male
166.4,134.4,67,25,female
177,170.4,64,52,female
145,142.6,67,40,female
210,200,73,43,female
182,167,67,63,female
265,263,64,51,female
125,151,66,32,female
176,166,67,58,female
237,228,66,48,female
146,146,62,50,female
155,155,67,46,female
245,247.5,67,52,female
175,175.3,65,60,female
103,103,58,27,female
179,179,70,29,female
185,183.8,60,76,female
165,165.5,62,33,female
195,195,69,59,male
176,174.4,66,36,female
330,330,69,53,female
240,236,63,56,female
135,135,60,44,female
146,146,61,54,female
231,212.8,66,37,female
285,278,70,26,male
166,166,62,56,female
140,140,61,48,female
320,307.8,70,32,female
143,141,62,33,female
158,152.9,66,28,female
167,167,61,43,female
239,241,63,39,female
130,130,67,65,female
204,193,70,61,male
202,202,72,40,male
157,182,64,56,female
204.2,204.2,63,51,female
200,200,65,66,female
158,159,63,46,female
190.2,190.2,66,47,female
160,160,65,54,female
225,225,68,37,female
215,217.6,65,57,female
280,266,69,47,male
159,142,63,58,female
365,365,71,45,male
260,297.6,67,46,female
230,245,66,30,female
272,260,67,44,male
177,177,65,29,female
203,210.6,63,55,female
163,162.3,66,37,female
245,245,70,36,male
206,206,65,54,female
171,155,68,62,female
183,165,65,36,female
187,187,62,60,female
182,182,64,36,female
132,142,64,41,female
153,151,63,37,female
187,170,65,48,female
176,171.4,63,34,female
166.2,180,69,21,female
166,166,63,45,female
186,159,66,38,female
218,215.1,66,38,female
165,165,65,44,female
270,270,73,54,male
221,225,68,48,female
199,199,71,46,male
135,136,64,60,female
290,290,71,25,female
106,106,63,39,female
270,222,70,41,female
232,232,62,39,female
132,129.6,65,35,female
235,235,67,49,female
150,150,68,53,female
209,201,66,57,female
165,158,63,45,female
186,189,70,36,female
229.52,201,68,36,male
135,134,63,34,female
178,176,68,52,female
200,198,62,34,female
160,161,65,45,female
155,150,61,38,female
217,218,66,52,female
161,161,67,32,male
112.4,112.4,62,29,female
195,192,65,52,female
148,158,66,29,female
225,222.5,66,36,female
145,141.6,66,28,female
329,308.8,67,45,female
189,188,65,48,female
150,150,68,65,male
140,140,64,31,female
215,210.2,61,51,female
155,157.9,64,57,female
180,182,67,31,female
245,218.8,63,37,female
152,127.2,58,49,female
132.3,132.3,63,45,female
168,156,66,45,male
172,155,66,54,female
155,152,64,47,female
127,127,60,51,female
170,169.4,62,25,female
210,208,64,54,female
306,306,72,39,male
216,216,69,50,male
155,150.8,64,48,female
278,278,71,40,male
300,300,71,44,male
202,200,66,42,female
188.2,178.2,61,55,female
142,142,62,43,female
145,135.8,61,43,female
227,233.4,68,52,female
215,219.5,68,55,female
165,163,63,53,female
160,160,62,43,female
186,186,67,39,female
220,220,69,57,male
225,225,61,65,female
215,215,70,38,female
130,137,63,25,female
207,207,69,53,female
144,144,64,46,female
185,185,68,52,female
201,207.6,66,42,female
213,225,71,38,female
460,235,75,47,male
202,202,67,41,female
176,176,64,29,female
170.4,164.2,63,36,female
219,214,70,78,male
175,172,68,63,female
238,237.5,62,38,female
210.6,212.8,69,51,male
216,217,62,41,female
182,175,59,36,female
180,180,65,68,female
142,142,64,34,female
135,131,65,38,female
182,182,63,61,female
140,140,65,42,female
151,145,68,23,female
118,114,64,25,female
245,245,69,46,male
211,211,65,48,female
292,290.2,67,58,female
105,106.8,62,30,female
140,140.2,68,25,female
334,334,68,31,female
216,208,64,39,female
185,185,69,52,male
182,170,69,47,female
158,158,61,59,female
200,200,70,42,female
200,200,64,31,female
190,179,64,51,female
180,173,70,40,female
239,233,64,39,female
305,304.2,69,45,male
149,146,68,36,female
292,287.2,64,21,female
207,172.75,65,62,female
212.2,195.8,66,58,female
185,188,66,37,female
311,311,71,58,female
128,115.5,62,51,female
130,129.8,61,27,female
208,209.1,62,63,female
213,213,66,49,male
240,240,65,33,female
221,218.8,66,48,female
186,205,67,47,male
135,135,63,34,female
128,130,63,45,female
150,154.4,65,28,female
274.5,249.5,63,44,female
216,213,71,59,male
147,139.8,65,34,female
168,167.2,68,52,female
210,205,66,52,female
173,173,69,72,female
125,125,66,44,female
180,184,69,28,female
183,183,63,34,female
257,250,71,50,male
228,220,64,56,female
226,235,66,34,female
240,235.6,67,59,female
195,191.5,73,31,male
153,150,63,45,female
224.5,219.5,64,53,female
157,157,60,10,male
283,280.7,70,40,male
143,140.5,65,61,female
246,234.5,77,61,male
184.8,162,64,26,female
163,166.6,66,46,female
150,150,62,31,female
183.48,194.01,67,49,male
280,270,69,54,female
192,188,61,61,female
162,186,70,47,male
233,233,62,37,female
144,144,61,57,female
160,160,59,66,female
167.2,139.6,62,44,female
230,230,70,43,male
170,170,64,56,female
168,160,66,29,female
158,156,65,31,female
221,221,72,72,male
270,270,72,18,male
190,187,65,38,female
174,174,60,57,female
223,199.2,65,64,male
140,140,65,36,female
189,188,68,66,male
170,170,60,29,female
207,207,63,46,female
224,231.5,70,67,male
153,138,59,30,female
190,179,64,47,female
118,128,62,31,female
243.39,241.49,65,48,female
210,208.5,67,35,female
148,136,61,24,female
124,121.34,65,34,female
177,177,63,44,female
221,221,68,66,female
125,126.6,61,54,female
260,258.8,65,35,female
266,254.4,66,62,female
175,167.5,62,53,female
217,208,65,31,female
215,215,62,44,female
181,175,63,27,female
244,228.5,68,59,female
144,144,67,29,female
125,125,62,32,female
292,277,67,50,female
235,227.8,66,49,female
159,160,66,53,female
198,198,65,44,female
213,189,68,53,female
197,187,63,61,female
210,210,71,72,male
160,163,63,26,female
260,255,64,28,female
191,192,61,44,female
170,170,68,44,female
181,167.5,65,44,female
345,322,70,38,male
176,177,66,38,female
160,160,65,44,female
224,213.2,63,44,female
182,181.8,65,27,female
159,157.7,62,58,female
227.55,204.6,65,39,female
265,265,75,32,male
200,189.6,65,66,female
170,160.4,67,41,female
178,174.7,65,44,female
135,135,65,38,female
127,127,64,45,female
200,200,63,56,female
167,158,63,30,female
253,253,69,40,female
170,172,66,35,female
289,282,63,35,female
194,194,65,22,female
197,189,71,44,male
263,263,68,62,male
115,115,62,45,female
245,251.2,65,30,female
356,340,70,45,male
165,165,67,46,female
193,205,65,33,female
193,196.8,63,59,female
147,138,62,41,female
170,170,64,62,female
266,266,71,45,female
150,150,64,43,female
135,133,67,37,female
147,147,64,70,female
168,166.4,63,30,female
165,150,64,47,female
210.5,205,61,39,female
210,191,72,38,male
205,201,63,44,female
150,150,64,59,female
286,286,67,64,male
299.3,283.2,66,41,female
181,181,63,53,female
160,160,62,62,female
166,145.4,69,43,male
225,217,70,45,male
231,234,69,48,male
198,194,69,49,male
218,187.4,68,58,female
190,190,65,36,female
209,199.4,65,61,male
153,150,64,39,female
190,162,66,22,female
134,130,62,26,female
229,229,67,51,female
226,220,71,42,male
195,195,74,60,male
180,173,66,24,female
154,152,63,51,female
325,325,68,40,female
179.6,146.8,67,51,female
202,170,65,59,female
190,190,61,68,female
295,279,73,42,male
147,147,62,55,female
314,294.4,64,34,female
185,180,62,25,female
152,146,66,30,female
255,225,68,45,male
147,145,68,31,female
212,207,75,36,male
135,134.6,69,20,female
170,140,62,51,female
126,126,64,17,male
147,147,67,41,female
243,242,65,26,female
219,221.6,67,19,female
165,159,66,58,female
155.8,155.4,66,30,female
165,165,63,63,female
227,232,62,44,female
160,161.8,61,55,female
225,227,64,32,female
279,276.2,65,62,female
146.4,146.4,63,55,female
175,172,65,53,female
446,452,71,34,male
176,159,68,65,male
176,167.5,64,34,female
145.3,143.3,65,35,female
150,150,66,41,female
161,161,63,65,female
223,215,59,54,female
196,192,66,41,female
209,209,64,63,female
146,147.6,63,42,female
200,198,60,68,female
204,210,63,54,female
158,153.4,61,59,female
169,163,68,34,female
234,210,67,44,female
233.2,227.6,70,63,male
195,192,67,50,female
143,143,65,30,female
176,176,64,44,female
228,248.8,71,35,female
185,182.2,68,70,male
172,115,62,45,male
160,166,64,53,female
452,404,74,64,male
125,124,64,29,female
245,194,65,39,female
213,213,65,79,female
160,149,63,65,female
165,165,72,26,male
417.12,423,60,28,female
169,169,66,43,female
287,256,62,50,female
203,203,65,50,female
190,190,70,57,male
195,195,68,54,male
285,285,62,43,female
144,138,66,60,female
175,175,66,15,male
8,127.14,65,42,female
212,225,70,29,male
182,174.5,65,36,female
235,232.2,68,47,female
130,130,65,52,female
190,190,71,48,male
123,130,60,49,female
295,295,70,69,male
155,160,65,56,female
183,181.5,67,55,female
210,213,75,57,male
250,252.6,66,33,female
209,209,61,54,female
178,175,63,58,female
173,176,68,49,female
289,269.4,73,55,male
142,142.3,66,54,female
183,183,70,23,female
232.6,216,61,52,female
350,312,66,42,female
198,193,64,57,female
160,160,62,63,female
196.68,199,73,38,male
452,452,71,40,male
206,206,69,52,male
385,376.8,66,47,female
325,297,73,54,male
235,221.5,71,49,male
160,161,67,31,female
199,199,67,45,female
179,179,67,50,female
244,238,65,33,female
220,213,70,49,male
300,293,74,59,male
175.6,166,71,44,male
250,240,72,28,female
207,202,64,60,female
234,228,66,43,female
340,334,77,52,male
148,148,66,38,female
229,219.6,70,34,female
259,253.6,68,35,female
270,270,66,59,female
145,145,65,46,female
155,155,64,51,female
208,208,65,53,female
121,116,60,25,female
162,162,63,45,female
115,115,66,13,male
207,207,68,49,female
213.5,194,64,46,female
220,208,76,40,male
187,187,66,37,female
183.4,166.6,64,48,female
240,228,63,44,female
146,146,64,50,female
144,143,65,56,female
344,344,65,44,female
207,207,69,62,female
260,252,63,63,female
200,198,69,57,male
275,261,62,57,female
267.44,243.29,73,50,male
272.5,270,66,40,female
247,244.4,70,69,male
243.4,230.6,62,37,female
168,166.5,68,59,female
193,193,64,36,female
207,207,65,44,female
210,208.4,65,54,female
200,183,66,41,female
140.4,134.4,65,40,female
162,162,64,65,female
144,144,59,35,female
183,180,68,26,female
139,138,63,48,female
227,233,69,34,female
140,140,65,29,female
202,202,67,67,female
137,137,67,29,female
184.6,180.2,66,47,female
174,174,65,35,female
180,180,65,38,female
198,198,66,35,female
205,194,63,55,female
234.08,238.9,67,45,female
183,183.2,62,49,female
250,214.6,69,22,male
205,205,67,28,male
152,159,64,38,female
143,139.5,66,36,female
230,230,65,40,female
187,188,67,42,female
215,218,68,65,female
132,132,63,30,female
215,202.4,70,66,male
144,144,65,37,female
200,200,69,37,male
225,220.5,69,39,male
158,157,66,52,female
155,145,64,59,female
218,235,63,45,female
170,162,62,42,male
197,182.4,66,30,female
220,214.5,64,45,female
205,205,68,36,female
217.5,230.5,62,38,female
290,284.7,73,41,female
200,200,66,17,male
164.2,163.4,67,53,female
138,138,64,49,female
193,198,63,51,female
142,145,68,41,female
125,125,64,59,female
220,211,66,53,female
128,138,67,39,female
167,164,69,45,female
208,216,65,31,female
208,208,67,48,female
140,145,69,53,female
170,165.3,67,27,female
197,191,63,39,female
142,141,61,34,female
184,184,60,59,female
186,151,64,38,female
200,195,62,67,female
234,232,65,58,female
180,178,67,51,female
265,265,68,43,female
188,187,74,57,male
205,205,63,55,female
309,309,67,52,male
190,185,67,54,female
210,210,64,40,female
194.2,195.2,62,49,female
240,240,65,42,female
180,199.5,63,61,female
124,119.5,64,30,female
211,190,61,27,female
244,244,68,57,female
198,198,72,56,male
302,297.4,66,39,female
200,197,67,64,female
173,168.4,67,26,female
125,118.3,62,36,female
136,133.6,64,51,female
126,111.8,62,51,female
199,199,64,44,female
108,108,58,51,female
170,170,63,44,female
179,175,66,52,female
178,165,66,35,male
200,200,62,46,female
164.6,157.2,68,55,female
260,274,67,47,female
161,157.9,68,56,male
258,254,72,54,male
197,197,63,74,female
180,180,62,24,female
200,182,61,50,female
160,158,65,47,female
245,241.5,64,61,female
188.5,186.5,64,44,female
295,272.5,64,54,female
200,200,63,50,female
201,204,65,36,female
272,284,63,38,female
201,202,65,46,female
194,126,65,63,female
170,168,62,56,female
175,170.5,62,63,female
225,233,66,40,female
230,230,63,44,female
216.2,216.2,66,38,female
204,202.2,65,44,female
193,191.7,67,47,female
191.4,192.8,64,37,female
179,179,71,17,female
132,134,65,36,female
330.6,305.8,76,51,male
150,141.5,66,43,female
149,148,62,25,female
196,176,69,52,male
195,195,67,69,female
183,180,69,33,male
137,134,67,38,female
222,217.4,66,46,female
191,195,66,36,male
231,218,64,62,female
155,150,65,45,female
210,199.6,67,50,male
199,199,61,58,female
155,150,65,22,female
162,156,60,84,female
227,222,68,45,female
275,275,62,56,female
147,147,66,60,female
250,239,61,52,female
133,121,62,26,female
211,201,62,40,female
155,155,67,25,female
150,150,64,12,female
285,285,70,50,male
154,154,67,51,female
240,240,65,38,female
174.4,176.5,68,62,male
260,251.2,69,64,male
146,139.4,61,48,female
290,133,67,41,male
218,215,65,62,female
130,130,66,30,female
206,206,65,57,female
211,175,65,46,female
154,143,64,41,female
219,200,65,42,female
188,168.5,65,25,female
203,203,68,36,male
188,193.5,63,61,female
222,216.2,72,43,male
270,186,71,57,male
140,144.4,66,35,female
198,203,65,59,female
420,321,67,39,male
214,215.6,62,58,female
272.4,271,70,51,female
254,253,73,43,male
142,139.5,67,29,female
264,255.6,65,58,female
246,235.4,64,66,female
231,234,74,66,male
165,137.6,67,42,female
150,150,67,28,female
133,133,66,42,female
262,263,67,25,female
215,224,70,49,female
158,158,66,29,female
140,140,68,45,female
224,224,75,55,male
205,205,66,33,female
290,286,66,33,female
316.2,313.6,70,40,male
280,280,68,35,female
230,239,66,52,female
176,165,63,21,female
133,128,65,38,female
175,168.4,62,34,female
232,223.5,69,42,female
213,164,72,32,male
151,151,64,43,female
127.9,125,61,27,female
240,220,75,53,male
198.48,168.65,65,52,female
148,148,71,59,female
218,207.5,66,36,female
211,201.5,68,60,female
322,214,64,38,female
185,185,69,44,female
300,300,65,53,female
194,178.8,68,44,female
215.2,241.4,64,34,female
231,222,71,72,male
173,173,67,56,female
152,152,66,46,female
165,145,68,23,male
190,201.4,66,19,female
200,189,64,34,female
151,151,68,47,female
167,165.65,66,55,female
197.8,192.4,65,72,female
191,192.5,68,46,male
295,295,68,58,male
120,120,58,36,female
170,170,67,36,female
139,124,60,31,female
139,139,64,21,female
175,175,64,54,female
195,166.8,64,42,female
182.6,170,64,58,female
250,250,66,27,female
178,178,64,49,female
224,224,65,43,female
155.5,147,68,39,female
329,322,71,59,male
232,226.2,67,60,female
502,455,72,34,female
195,195,65,55,female
232,226,64,42,female
162,162,65,36,female
279,273.6,68,58,male
174,166,64,59,female
276,220,68,53,female
164,159,66,37,female
149,149,63,43,female
157,157,66,39,female
309,301,71,59,female
239,231,73,53,male
157,151,63,21,female
160,159,63,36,female
165,169,67,25,female
325,265,69,32,female
165,165,65,44,female
133,133,67,45,female
188,188,65,39,female
156.2,148.4,68,40,female
157,157,65,61,female
149,149,67,31,female
258,213,65,35,female
202,202,68,32,female
231.5,217,74,47,male
180,180,65,35,female
145,145,59,59,female
253,253,69,42,male
472,463,66,46,female
150,150,63,58,female
166,149.6,62,48,female
180,180,65,44,female
140,140,62,55,female
206,227.2,63,57,female
158,155.5,70,40,female
170,170,64,63,female
201,207.3,73,34,male
120,118,64,33,female
222,222,72,43,male
150,150,69,43,male
167,165,70,37,female
213,213,65,55,female
200,208,67,66,female
218,210.8,63,42,female
306,306,70,52,male
167,170,66,46,female
290,285,72,24,female
245,236.4,65,39,female
180,124,65,37,female
154,150.8,66,32,female
157,147,63,24,female
159,160.2,65,62,female
263,267,69,36,female
225,225,66,53,female
150,150,68,46,female
142,142,65,39,female
165,164,67,46,female
162,147,63,45,female
215,208.6,73,57,male
140,140,68,22,female
180,170.8,64,28,female
311,306,62,34,female
146,145,60,14,female
142,142,63,57,female
200,200,65,38,female
196,158.2,60,36,female
230,225,67,51,female
254,265,64,61,female
170,161,65,49,female
316,272,63,52,female
236,228,66,40,female
127,131,62,37,female
351,339.6,66,52,female
146,146,63,37,female
203,208.8,68,49,female
260,260,71,53,male
225,225,74,37,male
141,130.8,64,28,female
198,198,65,51,female
220,226,74,37,male
244.99,227.02,70,46,male
168,168,65,29,female
145,133,64,36,female
316,301,63,62,female
172,166,67,45,female
323,308.5,65,51,female
132,134,67,27,female
170,161.6,65,53,female
137,137,66,54,female
148,141.4,67,52,female
246,246,72,46,female
165,165,65,63,female
159,159,63,58,female
258,256,66,36,female
220,219,69,38,male
156,156,63,63,female
204,204,68,56,female
180,173.4,64,40,female
253,236.5,69,60,male
237,226.5,76,24,male
199,213,66,39,female
155,143,65,62,female
172,172,63,38,female
165,163,63,60,female
145,145,68,28,female
181,178,67,16,male
185,185,65,46,female
230,228.4,66,41,female
239,233,62,46,female
130,130,60,34,female
129,127,64,49,female
260,264.5,67,49,female
180,180,66,55,female
235,235,73,37,female
186,178.2,63,61,female
180,175,70,26,female
170,164.5,64,42,female
166,157,64,51,female
192,192,69,56,female
222,222,65,26,female
205,203.6,71,65,male
155,155,69,31,female
208,207,72,67,male
190,190,62,36,female
177,177,66,59,female
135,135,60,41,female
238,246.5,70,57,female
233,233,74,58,male
174,174,64,50,female
205,203,70,44,male
215,203,72,42,male
169,169,67,34,female
215,213,68,34,female
225,218,71,39,male
161,148,64,51,female
204.6,204.6,70,39,male
192,192,65,42,female
198,198,67,54,male
179,156,68,49,male
160,149,66,39,female
175,175,65,24,female
240,240,71,60,male
163,163,61,24,female
220,220,63,48,female
240,200,75,57,male
155,154,62,68,female
194,186,65,51,female
200,185,64,51,female
216,211,64,49,female
175,171,67,51,female
154,163,68,22,female
187,193.8,60,30,female
162,162,63,41,female
192,192,71,41,male
192,188.5,66,31,female
175,175.8,66,42,female
265,243,63,51,female
159,159,63,52,female
295,295,67,28,female
157,161,60,37,female
112,112,62,33,female
235,234,73,57,male
112,112,63,31,female
240,240,70,40,female
151,153,66,27,female
198,198,63,27,female
245,242,66,31,female
144,149,62,36,female
189,168.9,66,50,female
141,139,66,49,female
150,150,62,52,female
250,250,71,54,male
250,205,74,59,male
200.8,200.8,62,39,female
165,164,66,70,female
155,155,64,51,female
211,211,65,31,female
217,198,66,21,female
208,197.5,66,64,female
160,153,66,39,female
272,272,69,40,female
292,268,67,49,female
280,280,67,58,female
228,211,65,52,female
220,210.5,67,25,female
248,246.2,72,59,male
205,205,66,55,female
200,186.8,65,52,female
290.5,284.5,73,31,male
256,256,71,66,male
256,256,66,47,female
384,384,70,52,female
165,165,66,41,female
160,160,65,57,female
170,171.6,63,71,female
180,180,68,29,female
152,152,68,49,female
251,231,70,69,male
305,277.2,69,50,male
236,225,64,49,female
245,245,67,41,female
140,140,65,66,female
299,277,71,67,male
220,217,67,58,female
133,126.8,64,23,female
131,131,66,37,female
112,112,63,46,female
257,257,65,61,female
175,170,72,61,male
164,163.2,67,49,female
170,170,67,64,female
175,169.8,64,44,female
169,159.5,63,60,female
195,195,65,28,female
160,161.6,62,52,female
255,217.4,72,58,male
229.6,225.6,65,38,female
322,303.3,71,41,female
168,162.8,65,59,female
220,213,66,58,female
230,230,67,36,female
280,280,67,52,female
156.5,154.6,62,43,female
161,165,66,51,female
150,150,64,46,female
187,187,68,58,female
265,259,67,54,female
139,123,65,31,female
275,275,70,53,male
340,340,68,34,male
220,205,66,57,male
226,223,68,45,female
174,174,65,34,female
210,210,67,26,male
163,148.5,62,57,female
229,217,66,30,female
180,156.5,67,49,female
335,319,84,49,male
183,172,62,52,female
270,239.5,72,32,male
209,202,62,65,female
180,180,67,63,female
180,180,65,45,male
156,150,66,39,female
349,309.8,65,52,female
140,140,66,50,female
248,241.4,63,54,female
170,155,67,28,female
110,104.2,60,24,female
275.8,284,80,46,male
199,188.2,72,28,male
200,200,63,57,female
229,226,63,45,female
144,144,67,37,female
160,154,66,27,female
265,243,68,35,female
185,189,69,32,female
143,152.5,68,53,female
131,131.2,64,30,female
155,152,67,31,female
91,190,67,65,female
173,173,64,49,female
135,130,63,68,female
206,206,64,55,female
272,270,67,29,female
159,159,71,63,female
140,140,61,59,female
155,156,61,34,female
168,156.4,62,34,female
170,165,65,55,female
116,117,61,44,female
272,272,71,62,male
162,159.4,63,46,female
176,165,64,25,female
190,195,70,44,female
201,201,66,60,female
129,134,64,41,female
130,130,63,28,female
205,220,61,44,female
162,162,64,27,female
118,117.6,62,48,female
152,152,60,44,female
167,172.2,66,45,female
260,260,65,57,female
205,190,66,59,female
148,144.6,67,24,female
150,144,69,23,female
177,173,65,40,female
140,140,65,37,female
195.5,187.5,69,43,female
245,239.8,74,63,male
211,211,65,54,female
297,288,74,40,male
175,169,66,29,female
153,162.6,62,35,female
265,265,62,37,female
209,179.1,62,45,female
170,170,65,44,female
183,183,63,46,female
211,212.4,60,80,female
190,190,69,31,male
140,137.8,62,44,female
135,130,64,37,female
192,192,65,31,female
195,195,69,46,female
168,162.6,67,47,female
196,191,65,27,female
137,137,60,42,female
192,185.4,70,40,male
214,214,72,62,male
230,231.5,70,33,male
270.43,268,77,32,male
255,181,67,54,female
213,208.7,66,46,female
154,154,67,47,female
180,185,50,32,female
132.2,138,67,44,female
179,172.8,63,55,female
176,172.6,64,46,female
256.6,257.7,65,53,female
160,155.5,68,28,female
135,135,62,38,female
147,147,64,40,female
142.78,150.26,64,56,female
185,185,63,65,female
265,265,70,24,male
164,158.4,62,33,female
260,265,75,41,male
166,163,64,38,female
112.5,108,62,29,female
255,243.2,66,65,female
203,200,70,52,female
149,145,64,46,female
191.5,187.2,62,52,female
258,258,74,59,male
194,194,70,43,female
115,115,63,54,female
133,129,62,51,female
125,123.5,63,34,female
255,236,66,31,female
215,215,66,62,female
274,246,70,52,female
139,137.5,60,33,female
179,177,68,39,female
153,156,67,26,female
190,190,65,49,female
187,202.2,67,47,female
160,159.8,64,31,female
165,165,62,29,female
268,256.5,67,35,female
287,293.2,75,52,male
223,223,69,33,male
226,120.8,64,61,female
218,216,68,37,female
155,157,64,54,female
170,155,67,50,female
207,207,64,69,female
179,179,64,23,female
388,381,75,52,male
202,205.2,65,35,female
133,133,67,43,female
147,147,64,50,female
226,226,69,58,female
264,231,66,61,female
375,273.4,66,41,female
300,299,70,36,male
209,207,60,57,female
230,236.5,66,41,female
175,168,71,40,female
168.2,159.8,65,44,female
174,168.5,64,26,female
160,162,70,58,female
240,219,63,44,female
212,208,68,46,female
170,170,69,26,female
192,192,67,62,female
200,196.5,67,51,female
246,239.8,65,35,female
185,176,66,38,female
200,200,65,44,female
162,146,67,44,female
228,214.7,71,62,male
163,163.5,63,58,female
140,140,62,44,female
244,227,66,51,female
165,165,63,51,female
297,297,64,33,female
135,135,61,26,female
225,218,66,58,female
181,159,63,36,female
180,175,68,57,male
172,149,68,39,female
256,246,66,43,female
244,244,64,22,female
199,195.5,62,63,female
216,210,61,51,female
261,261,64,30,female
215,215,72,46,male
173,173,61,61,female
230,230,69,57,female
237.2,224,75,49,male
165,165,66,52,female
120,120,64,31,female
303.2,274.8,70,50,male
210,206.6,63,32,female
170,170,63,44,female
235,233,68,44,female
174,170,62,67,female
246,233.6,63,41,female
178,176,66,44,female
183,182,64,27,female
178,178,62,71,female
170,177,62,51,female
153,153,64,44,female
215,215,61,61,female
255,230,69,65,male
195,208.5,69,28,male
180,165,66,52,female
194,183,71,72,male
139,140.5,63,42,female
200,200,61,43,female
187,188,64,48,female
198,203,69,68,male
254.5,250.5,70,46,male
132,125,65,33,female
170,151.6,63,25,female
255,255,73,52,male
215,215,65,55,female
194,193,65,34,female
208,200,69,32,male
149,148,67,36,female
167,167,65,18,female
135,135,65,61,female
183,171.8,66,25,female
295,298,80,56,male
174,173.5,64,44,female
245,204,72,67,male
197,193.5,60,72,female
157,154,63,35,female
219,213,63,26,female
243,243,68,65,male
157,157,64,36,female
221,220,62,41,female
158,163,61,39,female
152,155.4,61,35,female
273,251.4,69,31,female
178,180,65,34,female
282,245,60,49,female
238,215,69,47,female
135,133,61,27,female
208,198.7,74,66,male
190,190,68,53,male
145,145,61,45,female
226,215,72,40,male
158,154.6,68,27,female
155,155,65,63,female
158,152,62,28,female
113,138,60,22,female
123,123,64,24,female
206,203,66,35,female
175,175,63,49,female
175,181,60,66,female
195,258,64,60,female
339.24,339.24,74,36,male
206,198,62,73,female
174,169,60,59,female
249.48,253,65,40,female
210,210,67,21,female
209,184,66,49,female
138.6,138.6,59,39,female
148,150,61,65,female
387,387,70,40,female
222.5,212,68,59,female
153,150,65,37,female
182.3,182.3,67,48,female
165,167.42,65,37,male
237,237,64,53,female
214.2,197.8,71,58,male
138,133,66,37,female
160,160,64,47,female
208,213,65,33,female
190,190,64,64,female
135,140,60,63,female
177,177,68,41,female
147,147,66,49,female
157,159,64,68,female
269,221,70,55,male
116,116,61,61,female
123,128,62,35,female
179.52,155,65,29,female
147,143.5,65,20,female
198,198,65,41,female
245,245,63,40,female
177,173.6,65,41,female
154,159.9,66,24,female
132.2,133,65,25,female
120,120,61,46,female
140,128.8,67,30,female
181,181,66,41,female
230,230,67,47,female
206,202,63,34,female
140,137,65,40,female
215,215,66,50,female
210,174,66,29,female
246,239.8,64,53,female
175,173.5,69,45,female
160,153.6,68,51,female
200,208,64,45,female
255,255,69,30,male
160,158.5,66,54,female
159,155.7,63,46,female
154,154,63,40,female
125,125,60,21,female
224,218,67,28,female
151,149.2,62,51,female
220,217,63,41,female
